speaker,L1,word,wav_path,start,end
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp29.wav,0.81,1.33
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp45.wav,0.73,1.24418
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp5.wav,0.84,1.26
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp52.wav,0.88,1.38
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp68.wav,0.62,1.0808
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp12.wav,0.93,1.39
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp35.wav,0.78,1.33455
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp47.wav,0.82,1.36
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp55.wav,0.8,1.42
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp66.wav,0.84,1.37
CB,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp71.wav,0.8,1.32266
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp21.wav,0.9,1.28
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp30.wav,0.9512,1.41
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp4.wav,0.8,1.14551
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp43.wav,0.86065,1.25
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp63.wav,0.82,1.31
CB,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp76.wav,0.89445,1.31
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp1.wav,0.90007,1.33
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp18.wav,0.95,1.45
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp28.wav,0.96,1.47252
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp49.wav,0.82192,1.37165
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp54.wav,0.8,1.39
CB,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp72.wav,0.78,1.26
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp10.wav,0.72,1.39999
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp36.wav,0.87,1.55
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp46.wav,0.79,1.48
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp61.wav,0.69,1.35
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp70.wav,0.75,1.47111
CB,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp73.wav,0.85,1.56
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp17.wav,0.97865,1.31124
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp27.wav,0.9,1.26037
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp40.wav,1.00669,1.49116
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp62.wav,0.82,1.28
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp65.wav,0.73595,1.0457
CB,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp7.wav,1.06,1.39771
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp11.wav,0.93,1.29
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp19.wav,1.05691,1.47
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp25.wav,0.93,1.36
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp39.wav,1.07,1.48
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp56.wav,0.9,1.30837
CB,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp74.wav,0.79,1.34
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp22.wav,0.94,1.67
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp33.wav,0.96,1.68
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp48.wav,0.73,1.56
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp6.wav,0.84205,1.55
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp60.wav,0.83,1.54
CB,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp75.wav,0.87,1.62
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp2.wav,0.81728,1.17597
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp23.wav,1.08257,1.61416
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp31.wav,0.99,1.46349
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp38.wav,1.08,1.58
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp51.wav,0.96,1.50387
CB,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp69.wav,0.59832,1.09556
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp13.wav,0.80769,1.30131
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp15.wav,0.99123,1.49
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp32.wav,1.09,1.6
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp50.wav,0.74562,1.39
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp57.wav,0.91,1.49
CB,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp78.wav,0.64201,1.19
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp16.wav,1.05313,1.34
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp34.wav,0.99166,1.34161
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp44.wav,0.82,1.22705
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp53.wav,0.93,1.32
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp77.wav,0.75,1.11152
CB,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp9.wav,0.77592,1.15
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp14.wav,1.07,1.78
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp26.wav,0.97,1.84808
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp3.wav,0.61,1.3
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp41.wav,0.64,1.38035
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp58.wav,0.64,1.43559
DD,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp67.wav,0.5,1.37761
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp20.wav,0.83,1.42
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp29.wav,0.97,1.55
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp45.wav,0.65,1.26989
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp5.wav,0.97,1.57
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp52.wav,0.7,1.28766
DD,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp68.wav,1.82272,2.43335
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp12.wav,0.95,1.63557
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp35.wav,0.77,1.44
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp47.wav,0.72,1.39
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp55.wav,0.79846,1.40059
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp66.wav,0.49,1.21
DD,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp71.wav,0.57907,1.16789
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp21.wav,0.71,1.25616
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp30.wav,1.41447,1.90714
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp4.wav,1.9304,2.39
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp43.wav,0.6567,1.15963
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp63.wav,0.56395,1.01338
DD,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp76.wav,0.53,1.06868
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp1.wav,0.88438,1.25
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp18.wav,1.04,1.68
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp28.wav,0.92,1.51648
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp49.wav,0.75957,1.23966
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp54.wav,0.64,1.16
DD,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp72.wav,0.457,1.07619
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp10.wav,0.83,1.67
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp36.wav,0.75,1.64
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp46.wav,1.04,1.86638
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp61.wav,0.56,1.32
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp70.wav,0.72,1.55
DD,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp73.wav,1.24,2.04067
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp17.wav,0.92,1.5
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp27.wav,0.9842,1.54
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp40.wav,0.77573,1.29651
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp62.wav,0.50491,0.959
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp65.wav,0.77,1.25
DD,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp7.wav,0.97506,1.51891
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp11.wav,1.39,1.89
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp19.wav,1.08,1.59
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp25.wav,0.8,1.39
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp39.wav,0.66,1.28476
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp56.wav,0.79332,1.27469
DD,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp74.wav,0.84,1.33
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp22.wav,1.1,2.09
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp33.wav,0.81,1.71
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp48.wav,0.67,1.66018
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp6.wav,1.13,2.14
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp60.wav,0.86699,1.81957
DD,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp75.wav,0.92,1.8357
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp2.wav,0.88,1.27514
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp23.wav,0.75,1.3442
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp31.wav,0.8,1.33654
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp38.wav,1.25,1.86
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp51.wav,0.56839,1.0864
DD,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp69.wav,0.53909,1.15
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp13.wav,1.05,1.72084
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp15.wav,1.46,2.07
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp32.wav,0.77785,1.4261
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp50.wav,0.69,1.29294
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp57.wav,0.79,1.39
DD,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp78.wav,0.68494,1.36
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp16.wav,1.57,2.02
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp34.wav,0.73607,1.1
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp44.wav,0.6,0.95817
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp53.wav,0.63,1.04945
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp77.wav,0.61,1.03537
DD,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\DD\dd_rus_list1_FRcorp9.wav,0.95,1.26065
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp14.wav,1.37,1.96071
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp26.wav,1.44,2.19426
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp3.wav,1.16,1.8616
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp41.wav,1.63,2.47
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp58.wav,1.25,2.15
KB,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp67.wav,1.49,2.30907
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp20.wav,1.21,1.65396
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp29.wav,1.28516,1.92
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp45.wav,1.46,2.05685
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp5.wav,1.48,2.12065
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp52.wav,1.62,2.21
KB,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp68.wav,1.43,2.06866
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp12.wav,1.33057,2.08594
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp35.wav,1.74999,2.55526
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp47.wav,2.01,2.83654
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp55.wav,1.86,2.58807
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp66.wav,1.62,2.42252
KB,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp71.wav,1.22261,1.90822
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp21.wav,1.45202,2.05
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp30.wav,1.81,2.31
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp4.wav,1.47058,1.97462
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp43.wav,1.68652,2.23
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp63.wav,1.89708,2.43045
KB,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp76.wav,1.5,2.06
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp1.wav,1.83166,2.41
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp18.wav,1.54,2.17923
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp28.wav,1.14448,1.84486
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp49.wav,2.28,2.99692
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp54.wav,1.92232,2.69
KB,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp72.wav,1.25,1.91014
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp10.wav,1.54,2.51
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp36.wav,1.4,2.45
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp46.wav,1.75999,2.82153
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp61.wav,1.44,2.5
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp70.wav,1.34,2.43
KB,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp73.wav,1.056,1.96969
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp17.wav,1.32,1.75
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp27.wav,1.35169,1.86654
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp40.wav,1.35,1.99606
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp62.wav,1.85,2.45233
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp65.wav,0.98611,1.46
KB,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp7.wav,1.61629,2.16107
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp11.wav,2.47,3.01
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp19.wav,1.49,2.06
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp25.wav,1.38,1.85844
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp39.wav,2.12,2.63787
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp56.wav,1.85,2.31908
KB,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\KB\kb_rus_list1_FRcorp74.wav,1.09,1.61603
